,property_id,tag
890,1036662998,ensuite
891,1036662998,mountain_view
892,1036662998,solar_panels
893,1036662998,golf_course
894,1036662998,trails
895,1036662998,views
896,1036662998,shopping
897,1036916522,central_air
898,1036916522,central_heat
899,1036916522,community_outdoor_space
900,1036916522,corner_lot
901,1036916522,dishwasher
902,1036916522,family_room
903,1036916522,fireplace
904,1036916522,hardwood_floors
905,1036916522,laundry_room
906,1036916522,recreation_facilities
907,1036916522,spa_or_hot_tub
908,1036916522,community_swimming_pool
909,1036916522,two_or_more_stories
910,1036916522,garage_1_or_more
911,1036916522,garage_2_or_more
912,1036916522,modern_kitchen
913,1036916522,large_kitchen
914,1036916522,basketball_court
915,1036916522,private_backyard
916,1036916522,master_bedroom
917,1036916522,open_floor_plan
918,1036916522,floor_plan
919,1036916522,ensuite
920,1036916522,basketball
921,1036939298,central_air
922,1036939298,central_heat
923,1036939298,community_security_features
924,1036939298,corner_lot
925,1036939298,den_or_office
926,1036939298,dishwasher
927,1036939298,family_room
928,1036939298,fireplace
929,1036939298,hardwood_floors
930,1036939298,recreation_facilities
931,1036939298,single_story
932,1036939298,garage_1_or_more
933,1036939298,garage_2_or_more
934,1036939298,ensuite
935,1036939298,farm
936,1036939298,water_view
937,1037090316,carport
938,1037090316,central_air
939,1037090316,central_heat
940,1037090316,community_outdoor_space
941,1037090316,hill_or_mountain_view
942,1037090316,laundry_room
943,1037090316,pets_allowed
944,1037090316,recreation_facilities
945,1037090316,spa_or_hot_tub
946,1037090316,view
947,1037090316,community_swimming_pool
948,1037090316,single_story
949,1037090316,modern_kitchen
950,1037090316,open_kitchen
951,1037090316,master_bedroom
952,1037090316,gated_community
953,1037090316,clubhouse
954,1037090316,playground
955,1037090316,views
956,1037090316,security
957,1039531069,central_air
958,1039531069,fireplace
959,1039531069,laundry_room
960,1039531069,single_story
961,1039531069,garage_1_or_more
962,1039866463,dining_room
963,1039866463,fireplace
964,1039866463,laundry_room
965,1039866463,single_story
966,1039866463,garage_1_or_more
967,1039866463,garage_2_or_more
968,1039866463,big_lot
969,1039866463,new_roof
970,1041738228,central_air
971,1041738228,community_outdoor_space
972,1041738228,community_security_features
973,1041738228,corner_lot
974,1041738228,dining_room
975,1041738228,dishwasher
976,1041738228,family_room
977,1041738228,fireplace
978,1041738228,forced_air
979,1041738228,laundry_room
980,1041738228,basement
981,1041738228,two_or_more_stories
982,1041738228,garage_1_or_more
983,1041738228,garage_2_or_more
984,1041738228,new_roof
985,1041806127,central_air
986,1041806127,central_heat
987,1041806127,family_room
988,1041806127,fireplace
989,1041806127,forced_air
990,1041806127,hardwood_floors
991,1041806127,laundry_room
992,1041806127,recreation_facilities
993,1041806127,swimming_pool
994,1041806127,single_story
995,1041806127,garage_1_or_more
996,1041806127,garage_2_or_more
997,1041806127,updated_kitchen
998,1041806127,big_yard
999,1041806127,groundscare
1000,1041806127,shopping
1001,1041814623,community_outdoor_space
1002,1041814623,community_security_features
1003,1041814623,dining_room
1004,1041814623,fireplace
1005,1041814623,hill_or_mountain_view
1006,1041814623,spa_or_hot_tub
1007,1041814623,view
1008,1041814623,washer_dryer
1009,1041814623,garage_1_or_more
1010,1041814623,fenced_yard
1011,1041814623,front_porch
1012,1041814623,maintenance
1013,1041814623,medicalcare
1014,1041814623,shopping
1015,1042094074,central_air
1016,1042094074,central_heat
1017,1042094074,community_security_features
1018,1042094074,dining_room
1019,1042094074,dishwasher
1020,1042094074,hardwood_floors
1021,1042094074,laundry_room
1022,1042094074,single_story
1023,1042094074,garage_1_or_more
1024,1042094074,garage_2_or_more
1025,1042094074,granite_kitchen
1026,1042094074,rental_property
1027,1042094074,new_roof
1028,1042094074,shopping
1029,1042414029,community_outdoor_space
1030,1042414029,community_swimming_pool
1031,1042414029,laundry_room
1032,1042414029,recreation_facilities
1033,1042414029,single_story
1034,1042773910,carport
1035,1042773910,central_heat
1036,1042773910,community_outdoor_space
1037,1042773910,forced_air
1038,1042773910,laundry_room
1039,1042773910,recreation_facilities
1040,1042773910,single_story
1041,1042773910,private_parking
1042,1042773910,rental_property
1043,1042773910,shopping
1044,1043030429,basement
1045,1043030429,community_outdoor_space
1046,1043030429,family_room
1047,1043030429,fireplace
1048,1043030429,forced_air
1049,1043030429,garage_1_or_more
1050,1043030429,garage_2_or_more
1051,1043030429,rv_or_boat_parking
